0,35.63333333333333,36.05465426257009,36.28103292506867,37.4,37.5,36.056244155323455,35.55988867115397,35.033618804754575,38.0,38.2,33.772588624540674,33.42586092245493,33.088895725345,29.2,29.6,32.13475687921856,31.856514757565268,31.604303613387604,29.0,28.6,31.01647604831564,30.877920571910945,30.767132698263683,27.6,28.2,30.593824642348775,30.2,30.601949113597982,30.63889729879578,30.695028322497595,30.767835286108117,36.6,30.952027415757474,31.057409705016195,31.16781761937519,31.28069301645728,37.9,31.505075882375383,31.61286819526948,31.715667307806054,31.81223315626082,37.9,31.982861420703415,32.055552566460165,32.119246831870356,32.17375560574567,38.0,32.25544306540063,32.28318627583164,32.30282616264446,32.31498512340153,32.32037453743452,38.3,38.3,32.30390526298142,32.29034026671903,32.274146213525555,38.5,38.5,32.2177494361121,32.19876693385676,32.18075187293904,28.8,30.7,32.13737615779354,32.1276818900015,32.120762533166754,33.4,33.9,32.11738536739877,32.12193004056459,32.129087102099604,33.7,34.0,32.1638810181024,35.9,32.19523193447577,32.2123626288715,32.230006219607716,32.24782620450374,39.8,32.28272218248688,32.299215206069206,32.31472820658635,32.32904319629574,40.6,32.35338310300837,32.363152024443494,32.371211706532705,32.37752653445304,41.0,32.384952245989396,32.386158265984534,32.3858040933347,32.38400382019894,32.380891884665914,
1,36.4666666667,36.8784805605,37.9,37.0347234708,38.1,36.6576014921,36.2341662293,35.7925046296,38.5,38.8,34.7809067697,34.5425718822,34.3331966834,32.2,32.2,33.779152498,33.6140737089,33.4625331901,31.8,32.1,33.1045070641,33.0187555864,32.9498683876,32.0,32.7,32.8445692198,32.8421824896,32.8548896734,36.8,32.9205646659,32.970237294,39.1,33.0930180721,33.1617569714,33.2326894555,33.3040934754,38.6,33.4428235476,33.5080439695,33.5694681273,33.6265544008,38.9,33.726272861,33.7684777874,33.805464975,33.837270016,39.0,33.8859445091,33.9033285414,33.9165324419,33.9259585263,39.1,33.9352282706,39.2,33.9347569161,33.9320000426,33.9281414136,39.1,39.3,33.9139093656,33.9094509685,33.9056329127,32.5,33.8,33.9001842464,33.9008690104,33.9029424949,37.1,37.4,33.917490073,33.9249309449,33.9334981402,38.0,38.6,33.96447953,33.9760003651,33.987814388,40.9,34.0115852432,34.0231871152,42.0,34.0450132118,34.0549561882,34.0640941132,34.0723324952,41.4,34.0858361263,34.0910166654,34.0951277344,34.0981776672,41.7,34.1012182754,34.1013116787,34.1005457002,34.0990037321,34.096778135337246,
2,35.6,36.1292778489,37.5,36.3696184317,36.2169435116,35.8745856149,35.336951703,34.7874322651,34.3135550052,38.5,33.5685178947,33.2725075363,33.0047570655,28.6,29.2,32.2847179698,32.0709862529,31.8753443226,29.2,29.9,31.4194261262,31.3121666217,31.2263058109,30.2,31.1,31.0975228779,31.0975251086,31.1177793464,34.2,35.8,31.281538142,37.3,31.45119196,37.6,31.6430603691,31.7412007718,38.0,31.9327017082,32.0232845906,32.1089534498,32.1888503092,38.0,32.3287670364,32.3879148895,32.4395397553,32.4836042033,37.9,32.549671586,32.5723232786,32.5886656774,32.599255037,38.7,32.6056403714,32.6027404214,32.5966685047,32.58808966,32.5776546271,32.5659904254,38.8,32.5413104014,32.529350862,32.5182593534,29.7,31.2,32.4937020302,32.4892549814,32.4869250059,35.2,35.0,32.4928586654,32.4989403797,32.5068528087,35.4,35.7,32.5395239124,32.5525890552,32.5663042265,38.6,39.4,32.6086759061,40.7,32.6354324337,40.6,32.6589799806,32.6691306207,40.7,32.6855952537,32.6917628438,32.6965059871,32.699824605,40.9,32.702320466,32.7016236,32.6997488761,32.6968070657,32.69292267210579,
3,35.9,36.3712855376,37.1,36.6262313069,36.4796896689,36.1119431598,35.5601179866,37.7,34.6095260601,38.0,34.0414872682,33.8558115233,33.6989584269,33.5510019364,28.9,33.2434637869,33.0847149927,32.9308662466,30.9,32.1,32.5662061013,32.4852427637,32.4229708371,33.5,34.0,32.3340847835,32.3338221785,32.346726496,37.5,39.1,32.4537607394,32.5074691288,32.5670306177,38.7,32.695395927,32.7606385666,38.3,32.8870236578,38.5,33.0031134611,33.0561925757,38.4,33.151130768,33.1926287342,33.2299693615,33.2630880994,38.3,33.3167967993,33.3376683325,33.3548640711,33.3686884767,38.7,33.3876076625,33.3934386907,33.3973503533,33.3997125346,38.8,33.4012130158,38.9,33.4006283726,33.4003032466,33.4002997959,33.4008327072,32.2,33.404171341,33.4072067174,33.4112377839,38.7,38.4,33.4292771623,33.4370979911,33.4456668825,38.5,39.0,33.4745344568,33.4847095521,33.4948961725,41.4,42.1,33.5239677996,33.5326831952,33.5407019341,41.2,33.5542586655,33.5596471632,41.1,33.5674160314,41.0,33.5710963194,33.5714435082,41.1,33.5693783518,33.5670990879,33.5640967061,33.5604636144,33.55629879174031,
4,35.7333333333,36.1261040704,36.9,36.408781751,36.2794107877,35.9738389684,35.5323198303,37.4,34.7323003124,34.4297858078,34.183218729,33.9761401884,33.7903284808,33.6135863821,31.0,33.2632016062,33.0886728252,32.9187735696,32.758760792,30.5,32.4860811693,32.3773972905,32.2870632469,32.3,33.2,32.117655552,32.0929027251,32.0830680119,36.7,38.0,32.1338487376,32.1730043005,32.2203105229,39.0,38.4,32.3914749946,38.7,32.5132900449,38.8,32.6305404137,32.6856672599,38.5,32.7864895978,38.4,32.8724637287,32.9093154707,38.5,32.9703723667,32.994705132,33.0151329658,33.0319102887,38.9,33.0557625227,33.0635344866,33.0690263712,33.0726101778,38.9,33.0755173266,33.0755461892,33.0750691683,33.0743925057,33.0737954502,33.0735259013,32.0,33.0747834409,33.0766221716,33.0794099624,33.0832053142,37.2,33.0938718047,33.1006873093,33.1084057609,37.8,37.9,33.1359389559,33.1461464901,33.1566268317,40.3,41.0,33.1881749833,33.1982306921,33.2078265301,41.7,41.8,33.2327186679,41.3,33.2452083459,41.3,33.2539406941,33.2568614033,41.4,33.2598892367,41.5,33.2594464451,33.2580770657,33.25604502702211,
35.7,35.5666666667,35.9193963142,36.7,36.2520393033,36.0899614882,35.7653823986,35.2605386622,37.2,34.3163527768,33.9824465744,33.7314245046,33.5376248015,29.6,33.2128104474,29.5,32.8790274441,32.7058831699,32.5355998821,32.375120409,31.0,32.106925642,32.004872811,31.9240179574,31.8625957538,34.1,31.7905034088,31.7769039863,31.7768468354,37.5,39.0,31.8482872225,31.8919645297,31.9429630274,38.4,38.0,32.1215525407,32.1840548689,32.2458867046,38.6,32.3642485768,32.4196331114,38.4,32.5208787493,38.3,32.6076360271,32.6450926236,38.4,32.7077270136,38.6,32.7543459957,32.7720818221,38.7,32.7978166017,32.8064984089,32.8128791341,32.8173345388,38.7,32.8219499069,32.8228212706,32.8231805163,32.8233333049,30.6,32.8240970488,31.1,32.8269217106,32.8295058696,32.8330029647,32.8374615439,38.1,32.8492699774,32.8565389461,32.8646152922,32.873392141,39.1,32.8925307645,32.9026030176,32.9128053922,41.3,41.9,32.9426408704,32.9518370774,32.9604370364,41.1,41.7,32.981612633,32.9868676136,32.9911365088,41.0,32.9966475171,32.9979016552,41.1,32.9975658451,41.1,32.9938232232,32.9908643133,32.98730041911294,
36.6,36.6,37.1701600599,37.7,37.7410975291,38.0,37.3006625272,36.7846822555,38.4,35.7902222241,35.3762834158,35.0188065073,34.6983253932,32.4,34.0992801897,33.8033206307,33.5069472116,33.21269745,32.9257156074,32.6535841816,28.9,32.1837883345,31.9951076873,31.8384538225,31.7125013394,33.8,31.5460790322,31.5028361736,31.4845254527,31.4896546879,38.4,31.5629007244,31.6266155662,31.7049299418,39.7,38.8,31.9977694247,32.1050165766,32.2129091805,39.5,39.5,32.5222074335,39.3,32.7028743662,39.1,32.8543802495,32.9177834163,39.2,33.0186755445,39.4,33.0855725987,33.1071211221,39.5,33.1292825684,39.6,33.1283253019,33.1211382481,39.5,33.0973695825,33.0823558252,33.0662490352,33.0497391017,31.0,33.0179830979,33.0038066573,32.991353991,32.9809684173,32.9729123487,32.9673680212,37.1,32.9641594296,32.9664890829,32.9713300143,32.9785284508,38.4,32.999154282,33.0120693521,33.0263333178,33.0416354895,41.2,33.0740804737,33.0905923361,33.1068937258,41.3,42.1,33.151848002,33.1647527843,33.1763133064,41.7,41.8,33.2017877764,41.9,33.2105671832,41.8,33.2129036219,33.2118344278,33.209417499993464,
37.5,37.2333333333,37.8182515658,38.5,38.4063296792,38.7,37.9141006619,37.4084167076,39.1,36.3959280207,39.4,35.5834091976,35.2444757797,32.7,34.6219911937,34.3188196093,34.0170939072,33.7196764286,29.7,33.1602625954,28.9,32.6931908199,32.5060116051,32.3511963131,32.2276156899,33.9,32.0671975088,32.0270794835,32.0116582431,32.0193014382,38.3,32.0962396356,32.1611767493,32.2404048386,32.3310852926,39.8,32.5349538257,32.6425036253,32.7505104606,40.8,40.8,33.0585385888,33.1510820917,33.2367547822,40.5,33.3846110509,33.445839742,40.5,33.5419317162,40.7,33.6037437634,33.6227553694,40.9,33.6400699658,41.0,33.6348349718,33.6258103289,40.9,33.5991034045,41.0,33.5661332424,33.5491209614,31.1,33.5171791107,33.5032935298,33.4913638318,33.4817115929,34.5,33.4701107951,37.4,33.4694345664,33.4731610296,33.4794490902,33.4881183511,39.1,33.5116574795,33.5259700244,33.5415657911,33.558117588,41.8,33.5927628299,33.6102059693,33.6273176853,33.6438141406,43.5,33.6739589742,33.6871835182,33.6989502797,43.1,43.2,33.7244411064,33.729494949,33.7328275444,43.5,33.7345514384,33.7331223542,33.73032470444462,
37.8,37.4666666667,37.8754457066,38.7,38.1544444303,38.9,37.6496826098,37.1997716385,39.1,36.3240622867,39.1,35.6313309285,35.348010067,33.6,34.8354508119,32.4,34.3455108113,34.10896022,31.3,33.6730666283,33.482920488,33.315829534,33.1732380362,33.0551970037,32.9609579033,35.5,32.8401424766,32.811882733,32.803845305,32.8148076636,39.0,32.8871516924,32.9444627119,33.012727127,33.0893971987,40.0,33.2579522019,33.3453564324,33.4323708177,33.5175329379,40.5,33.6777064747,33.7509074411,33.8185780543,40.1,40.2,33.983869697,40.3,34.060554274,40.4,34.1111090487,34.1274054013,40.6,34.1444750669,40.7,34.1447169612,34.1400681622,40.9,34.1243289665,41.0,34.1039300476,34.0933399899,33.1,34.0737164827,32.8,34.0586559121,34.0535423068,36.5,34.0490084425,34.0497475336,34.052501192,34.057212101,34.0637770332,34.0720526748,40.7,34.0929993871,34.1052393879,34.1183406855,34.1320535124,43.1,34.1603068905,34.1743566997,34.1880465364,34.2011652151,43.5,34.2249503589,34.235308313,34.2444817304,34.2523842404,43.2,34.2641713385,34.2680217524,34.2705305723,43.3,43.4,34.2705648766,34.26836151233164,
41.6,40.2666666667,40.8950535362,42.3,41.2984636628,42.4,40.653439252,40.0255893303,43.1,38.7681943271,43.3,37.7033816629,37.2121872368,32.6,36.2520952364,38.7,35.3190041463,34.8755572373,37.9,34.0578130049,36.8,33.3505149639,33.04507667,35.6,32.5502511322,35.9,32.2333749813,32.1446235514,32.1003937868,32.0976092916,38.7,32.2001687216,32.296248944,32.41573438,32.5539115961,40.9,32.8689503493,33.0378602643,33.2094779222,33.3804353699,40.8,33.7083926472,33.860320628,34.001511814,34.1304592251,41.8,34.347604963,34.4347319412,34.5074056183,42.1,34.6105915539,34.6422615446,42.4,34.6700052786,42.8,34.6575771281,34.6393930559,42.6,34.5857077404,42.5,34.5177342063,34.481522724,39.6,34.410225127,39.6,34.3466127661,34.3195497689,38.7,34.2775028299,38.7,34.2535102058,34.2485528068,39.2,34.2522736202,39.9,34.2724868435,34.2878632059,34.3061509421,34.3268509206,41.0,34.373391509,34.3981713454,34.4232647026,34.4481781018,42.8,34.4956569346,34.5174224917,34.5374194478,34.5553746967,44.2,34.5843489576,34.5951046969,34.6032905168,34.6089114411,43.6,34.6127225611,34.61115368688964,
